date,song,artist,this_week,last_week,peak_position,weeks_on_chart
2022-04-02,Never Say Never,Cole Swindell / Lainey Wilson,40,51,40,10
2022-04-02,AA,Walker Hayes,41,52,41,11
2022-04-02,Boyfriend,Dove Cameron,42,49,42,6
2022-04-02,Thinking With My Dick,Kevin Gates Featuring Juicy J,43,37,37,2
2022-04-02,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,44,56,44,27
2022-04-02,Beers On Me,"Dierks Bentley, BRELAND & HARDY",45,42,40,13
2022-04-02,Knife Talk,Drake Featuring 21 Savage & Project Pat,46,47,4,29
2022-04-02,Broadway Girls,Lil Durk Featuring Morgan Wallen,47,43,14,14
2022-04-02,She's All I Wanna Be,Tate McRae,48,59,48,7
2022-04-02,Numb Little Bug,Em Beihold,49,54,48,8
2022-04-02,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),50,,50,1
2022-04-02,The Motto,Tiesto & Ava Max,51,64,51,8
2022-04-02,Slow Down Summer,Thomas Rhett,52,62,52,5
2022-04-02,23,Sam Hunt,53,61,53,13
2022-04-02,Peru,Fireboy DML & Ed Sheeran,54,63,54,8
2022-04-02,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",55,57,20,12
2022-04-02,Handsomer,Russ Featuring Ktlyn,56,40,40,3
2022-04-02,Sometimes,Juice WRLD,57,,57,1
2022-04-02,To Be Loved By You,Parker McCollum,58,50,41,17
2022-04-02,Heart On Fire,Eric Church,59,71,56,18
2022-04-02,Circles Around This Town,Maren Morris,60,74,60,11
2022-04-02,Computer Murderers,Lil Durk,61,,61,1
2022-04-02,Petty Too,Lil Durk Featuring Future,62,26,26,2
2022-04-02,Do We Have A Problem?,Nicki Minaj X Lil Baby,63,66,2,7
2022-04-02,To The Moon!,JNR CHOI & Sam Tompkins,64,81,64,4
2022-04-02,Me Or Sum,"Nardo Wick, Lil Baby & Future",65,70,58,11
2022-04-02,Nail Tech,Jack Harlow,66,68,18,5
2022-04-02,Flower Shops,ERNEST Featuring Morgan Wallen,67,78,67,9
2022-04-02,No Interviews,Lil Durk,68,30,30,2
2022-04-02,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,69,87,69,11
2022-04-02,If I Was A Cowboy,Miranda Lambert,70,76,70,8
2022-04-02,Freaky Deaky,Tyga X Doja Cat,71,75,43,4
2022-04-02,Ghost Story,Carrie Underwood,72,,72,1
2022-04-02,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,73,67,27,12
2022-04-02,Dos Oruguitas,Sebastian Yatra,74,72,36,12
2022-04-02,High,The Chainsmokers,75,83,57,8
2022-04-02,Rumors,Gucci Mane Featuring Lil Durk,76,86,51,8
2022-04-02,P Power,Gunna Featuring Drake,77,82,24,10
2022-04-02,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),78,80,5,20
2022-04-02,Barbarian,Lil Durk,79,48,48,2
2022-04-02,Golden Child,Lil Durk,80,34,34,2
2022-04-02,Pressure,Ari Lennox,81,84,66,13
2022-04-02,Beautiful Lies,Yung Bleu & Kehlani,82,77,65,9
2022-04-02,Give Heaven Some Hell,HARDY,83,91,83,4
2022-04-02,Tom's Diner,AnnenMayKantereit & Giant Rooks,84,,84,1
2022-04-02,I Love You So,The Walters,85,89,71,10
2022-04-02,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,86,88,53,19
2022-04-02,Bones,Imagine Dragons,87,93,87,2
2022-04-02,By Your Side,Rod Wave,88,96,58,17
2022-04-02,Banking On Me,Gunna,89,90,61,5
2022-04-02,Come Back As A Country Boy,Blake Shelton,90,,85,8
2022-04-02,Maybe,Machine Gun Kelly & Bring Me The Horizon,91,,91,1
2022-04-02,Over,Lucky Daye,92,,92,1
2022-04-02,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",93,99,46,6
2022-04-02,Smoking & Thinking,Lil Durk,94,60,60,2
2022-04-02,Money So Big,Yeat,95,,95,1
2022-04-02,Closer,Saweetie Featuring H.E.R.,96,100,89,6
2022-04-02,I'm Tired,Labrinth & Zendaya,97,92,53,4
2022-04-02,She Likes It,Russell Dickerson & Jake Scott,98,,98,1
2022-04-02,IDGAF,BoyWithUke X blackbear,99,,99,1
2022-04-02,Waiting On A Miracle,Stephanie Beatriz,100,97,48,12
2022-04-09,Heat Waves,Glass Animals,1,1,1,63
2022-04-09,Stay,The Kid LAROI & Justin Bieber,2,2,1,38
2022-04-09,Big Energy,Latto,3,11,3,23
2022-04-09,Super Gremlin,Kodak Black,4,3,3,21
2022-04-09,Enemy,Imagine Dragons X JID,5,7,5,19
2022-04-09,Ghost,Justin Bieber,6,5,5,27
2022-04-09,abcdefu,GAYLE,7,4,3,19
2022-04-09,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",8,6,1,14
2022-04-09,Thats What I Want,Lil Nas X,9,8,8,28
2022-04-09,Woman,Doja Cat,10,9,9,35
2022-04-09,Bad Habits,Ed Sheeran,11,12,2,40
2022-04-09,Easy On Me,Adele,12,10,1,25
2022-04-09,Shivers,Ed Sheeran,13,13,4,29
2022-04-09,Cold Heart (PNAU Remix),Elton John & Dua Lipa,14,14,7,30
2022-04-09,Levitating,Dua Lipa,15,16,2,73
2022-04-09,Need To Know,Doja Cat,16,15,8,42
2022-04-09,Save Your Tears,The Weeknd & Ariana Grande,17,17,1,65
2022-04-09,'Til You Can't,Cody Johnson,18,18,18,25
2022-04-09,One Right Now,Post Malone & The Weeknd,19,20,6,21
2022-04-09,Soy El Unico,Yahritza y Su Esencia,20,,20,1
2022-04-09,Industry Baby,Lil Nas X & Jack Harlow,21,21,1,36
2022-04-09,Pushin P,Gunna & Future Featuring Young Thug,22,19,7,12
2022-04-09,I Hate U,SZA,23,23,7,17
2022-04-09,Hrs And Hrs,Muni Long,24,24,16,14
2022-04-09,What Happened To Virgil,Lil Durk Featuring Gunna,25,22,22,3
2022-04-09,MAMIII,Becky G X Karol G,26,26,15,7
2022-04-09,Good 4 U,Olivia Rodrigo,27,27,1,46
2022-04-09,Doin' This,Luke Combs,28,30,28,16
2022-04-09,No Love,Summer Walker & SZA,29,,13,13
2022-04-09,Light Switch,Charlie Puth,30,29,27,10
2022-04-09,Fingers Crossed,Lauren Spencer-Smith,31,32,19,13
2022-04-09,Sweetest Pie,Megan Thee Stallion & Dua Lipa,32,25,15,3
2022-04-09,You Right,Doja Cat & The Weeknd,33,31,11,39
2022-04-09,Bam Bam,Camila Cabello Featuring Ed Sheeran,34,34,23,4
2022-04-09,Buy Dirt,Jordan Davis Featuring Luke Bryan,35,33,22,34
2022-04-09,Never Say Never,Cole Swindell / Lainey Wilson,36,40,36,11
2022-04-09,Fancy Like,Walker Hayes,37,36,3,41
2022-04-09,AA,Walker Hayes,38,41,38,12
2022-04-09,Surface Pressure,Jessica Darrow,39,35,8,14
2022-04-09,Sand In My Boots,Morgan Wallen,40,38,30,37
2022-04-09,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,41,44,41,28
2022-04-09,The Motto,Tiesto & Ava Max,42,51,42,9
2022-04-09,Beers On Me,"Dierks Bentley, BRELAND & HARDY",43,45,40,14
2022-04-09,She's All I Wanna Be,Tate McRae,44,48,44,8
2022-04-09,Love Nwantiti (Ah Ah Ah),CKay,45,39,26,28
2022-04-09,Numb Little Bug,Em Beihold,46,49,46,9
2022-04-09,Boyfriend,Dove Cameron,47,42,42,7
2022-04-09,Wasted On You,Morgan Wallen,48,,9,20
2022-04-09,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),49,50,49,2
2022-04-09,23,Sam Hunt,50,53,50,14
2022-04-09,Ahhh Ha,Lil Durk,51,28,18,6
2022-04-09,Circles Around This Town,Maren Morris,52,60,52,12
2022-04-09,Peru,Fireboy DML & Ed Sheeran,53,54,53,9
2022-04-09,To The Moon!,JNR CHOI & Sam Tompkins,54,64,54,5
2022-04-09,Slow Down Summer,Thomas Rhett,55,52,52,6
2022-04-09,Thinking With My Dick,Kevin Gates Featuring Juicy J,56,43,37,3
2022-04-09,Broadway Girls,Lil Durk Featuring Morgan Wallen,57,47,14,15
2022-04-09,We Go Up,Nicki Minaj & Fivio Foreign,58,,58,1
2022-04-09,Make Up Sex,Machine Gun Kelly X blackbear,59,,59,1
2022-04-09,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",60,55,20,13
2022-04-09,Heart On Fire,Eric Church,61,59,56,19
2022-04-09,To Be Loved By You,Parker McCollum,62,58,41,18
2022-04-09,Handsomer,Russ Featuring Ktlyn,63,56,40,4
2022-04-09,If I Was A Cowboy,Miranda Lambert,64,70,64,9
2022-04-09,Dos Oruguitas,Sebastian Yatra,65,74,36,13
2022-04-09,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,65,58,12
2022-04-09,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,67,69,67,12
2022-04-09,Maybe,Machine Gun Kelly & Bring Me The Horizon,68,91,68,2
2022-04-09,Do We Have A Problem?,Nicki Minaj X Lil Baby,69,63,2,8
2022-04-09,Nail Tech,Jack Harlow,70,66,18,6
2022-04-09,Flower Shops,ERNEST Featuring Morgan Wallen,71,67,67,10
2022-04-09,Freaky Deaky,Tyga X Doja Cat,72,71,43,5
2022-04-09,X Ultima Vez,Daddy Yankee & Bad Bunny,73,,73,1
2022-04-09,Envolver,Anitta,74,,74,1
2022-04-09,Rumors,Gucci Mane Featuring Lil Durk,75,76,51,9
2022-04-09,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,76,73,27,13
2022-04-09,Over,Lucky Daye,77,92,77,2
2022-04-09,Tom's Diner,AnnenMayKantereit & Giant Rooks,78,84,78,2
2022-04-09,P Power,Gunna Featuring Drake,79,77,24,11
2022-04-09,Chaotic,Tate McRae,80,,80,1
2022-04-09,Give Heaven Some Hell,HARDY,81,83,81,5
2022-04-09,Banking On Me,Gunna,82,89,61,6
2022-04-09,Petty Too,Lil Durk Featuring Future,83,62,26,3
2022-04-09,Emo Girl,Machine Gun Kelly & WILLOW,84,,77,2
2022-04-09,High,The Chainsmokers,85,75,57,9
2022-04-09,Pressure,Ari Lennox,86,81,66,14
2022-04-09,Blick Blick!,Coi Leray & Nicki Minaj,87,37,37,2
2022-04-09,Ay!,Machine Gun Kelly & Lil Wayne,88,,82,2
2022-04-09,Sigue,J Balvin & Ed Sheeran,89,,89,1
2022-04-09,I Love You So,The Walters,90,85,71,11
2022-04-09,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,91,86,53,20
2022-04-09,Bones,Imagine Dragons,92,87,87,3
2022-04-09,By Your Side,Rod Wave,93,88,58,18
2022-04-09,Trouble With A Heartbreak,Jason Aldean,94,,88,2
2022-04-09,No Interviews,Lil Durk,95,68,30,3
2022-04-09,Closer,Saweetie Featuring H.E.R.,96,96,89,7
2022-04-09,Come Back As A Country Boy,Blake Shelton,97,90,85,9
2022-04-09,She Likes It,Russell Dickerson & Jake Scott,98,98,98,2
2022-04-09,Money So Big,Yeat,99,95,95,2
2022-04-09,Beautiful Lies,Yung Bleu & Kehlani,100,82,65,10
2022-04-16,As It Was,Harry Styles,1,,1,1
2022-04-16,Heat Waves,Glass Animals,2,1,1,64
2022-04-16,Big Energy,Latto,3,3,3,24
2022-04-16,Stay,The Kid LAROI & Justin Bieber,4,2,1,39
2022-04-16,Enemy,Imagine Dragons X JID,5,5,5,20
2022-04-16,Super Gremlin,Kodak Black,6,4,3,22
2022-04-16,Ghost,Justin Bieber,7,6,5,28
2022-04-16,Woman,Doja Cat,8,10,8,36
2022-04-16,abcdefu,GAYLE,9,7,3,20
2022-04-16,Thats What I Want,Lil Nas X,10,9,8,29
2022-04-16,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",11,8,1,15
2022-04-16,Bad Habits,Ed Sheeran,12,11,2,41
2022-04-16,Shivers,Ed Sheeran,13,13,4,30
2022-04-16,Easy On Me,Adele,14,12,1,26
2022-04-16,Cold Heart (PNAU Remix),Elton John & Dua Lipa,15,14,7,31
2022-04-16,Need To Know,Doja Cat,16,16,8,43
2022-04-16,Levitating,Dua Lipa,17,15,2,74
2022-04-16,Save Your Tears,The Weeknd & Ariana Grande,18,17,1,66
2022-04-16,One Right Now,Post Malone & The Weeknd,19,19,6,22
2022-04-16,Industry Baby,Lil Nas X & Jack Harlow,20,21,1,37
2022-04-16,'Til You Can't,Cody Johnson,21,18,18,26
2022-04-16,Good 4 U,Olivia Rodrigo,22,27,1,47
2022-04-16,Hrs And Hrs,Muni Long,23,24,16,15
2022-04-16,I Hate U,SZA,24,23,7,18
2022-04-16,Pushin P,Gunna & Future Featuring Young Thug,25,22,7,13
2022-04-16,MAMIII,Becky G X Karol G,26,26,15,8
2022-04-16,Doin' This,Luke Combs,27,28,27,17
2022-04-16,Bam Bam,Camila Cabello Featuring Ed Sheeran,28,34,23,5
2022-04-16,Fingers Crossed,Lauren Spencer-Smith,29,31,19,14
2022-04-16,Sweetest Pie,Megan Thee Stallion & Dua Lipa,30,32,15,4
2022-04-16,Light Switch,Charlie Puth,31,30,27,11
2022-04-16,You Right,Doja Cat & The Weeknd,32,33,11,40
2022-04-16,In My Head,Lil Tjay,33,,33,1
2022-04-16,Never Say Never,Cole Swindell / Lainey Wilson,34,36,34,12
2022-04-16,AA,Walker Hayes,35,38,35,13
2022-04-16,Fancy Like,Walker Hayes,36,37,3,42
2022-04-16,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,37,41,37,29
2022-04-16,When You're Gone,Shawn Mendes,38,,38,1
2022-04-16,Buy Dirt,Jordan Davis Featuring Luke Bryan,39,35,22,35
2022-04-16,Boyfriend,Dove Cameron,40,47,40,8
2022-04-16,What Happened To Virgil,Lil Durk Featuring Gunna,41,25,22,4
2022-04-16,Wasted On You,Morgan Wallen,42,48,9,21
2022-04-16,Slow Down Summer,Thomas Rhett,43,55,43,7
2022-04-16,Beers On Me,"Dierks Bentley, BRELAND & HARDY",44,43,40,15
2022-04-16,Sand In My Boots,Morgan Wallen,45,40,30,38
2022-04-16,She's All I Wanna Be,Tate McRae,46,44,44,9
2022-04-16,Numb Little Bug,Em Beihold,47,46,46,10
2022-04-16,Love Nwantiti (Ah Ah Ah),CKay,48,45,26,29
2022-04-16,The Motto,Tiesto & Ava Max,49,42,42,10
2022-04-16,To The Moon!,JNR CHOI & Sam Tompkins,50,54,50,6
2022-04-16,Surface Pressure,Jessica Darrow,51,39,8,15
2022-04-16,23,Sam Hunt,52,50,50,15
2022-04-16,Peru,Fireboy DML & Ed Sheeran,53,53,53,10
2022-04-16,Circles Around This Town,Maren Morris,54,52,52,13
2022-04-16,Ahhh Ha,Lil Durk,55,51,18,7
2022-04-16,No Love,Summer Walker & SZA,56,29,13,14
2022-04-16,Soy El Unico,Yahritza y Su Esencia,57,20,20,2
2022-04-16,Nail Tech,Jack Harlow,58,70,18,7
2022-04-16,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),59,49,49,3
2022-04-16,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,57,14,16
2022-04-16,Heart On Fire,Eric Church,61,61,56,20
2022-04-16,Me Or Sum,"Nardo Wick, Lil Baby & Future",62,66,58,13
2022-04-16,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,67,63,13
2022-04-16,Flower Shops,ERNEST Featuring Morgan Wallen,64,71,64,11
2022-04-16,Freaky Deaky,Tyga X Doja Cat,65,72,43,6
2022-04-16,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",66,60,20,14
2022-04-16,Thinking With My Dick,Kevin Gates Featuring Juicy J,67,56,37,4
2022-04-16,Do We Have A Problem?,Nicki Minaj X Lil Baby,68,69,2,9
2022-04-16,If I Was A Cowboy,Miranda Lambert,69,64,64,10
2022-04-16,Envolver,Anitta,70,74,70,2
2022-04-16,Stick,JID & J. Cole Featuring Kenny Mason & Sheck Wes,71,,71,1
2022-04-16,Trouble With A Heartbreak,Jason Aldean,72,94,72,3
2022-04-16,Handsomer,Russ Featuring Ktlyn,73,63,40,5
2022-04-16,Rumors,Gucci Mane Featuring Lil Durk,74,75,51,10
2022-04-16,To Be Loved By You,Parker McCollum,75,62,41,19
2022-04-16,Dos Oruguitas,Sebastian Yatra,76,65,36,14
2022-04-16,Give Heaven Some Hell,HARDY,77,81,77,6
2022-04-16,Banking On Me,Gunna,78,82,61,7
2022-04-16,P Power,Gunna Featuring Drake,79,79,24,12
2022-04-16,Make Up Sex,Machine Gun Kelly X blackbear,80,59,59,2
2022-04-16,Come Back As A Country Boy,Blake Shelton,81,97,81,10
2022-04-16,Damn Strait,Scotty McCreery,82,,82,1
2022-04-16,Petty Too,Lil Durk Featuring Future,83,83,26,4
2022-04-16,I Hate YoungBoy,YoungBoy Never Broke Again,84,,79,4
2022-04-16,Over,Lucky Daye,85,77,77,3
2022-04-16,She Likes It,Russell Dickerson & Jake Scott,86,98,86,3
2022-04-16,Pressure,Ari Lennox,87,86,66,15
2022-04-16,Take My Name,Parmalee,88,,88,1
2022-04-16,I Love You So,The Walters,89,90,71,12
2022-04-16,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,90,76,27,14
2022-04-16,Complete Mess,5 Seconds Of Summer,91,,91,1
2022-04-16,Tom's Diner,AnnenMayKantereit & Giant Rooks,92,78,78,3
2022-04-16,Bones,Imagine Dragons,93,92,87,4
2022-04-16,Get Into It (Yuh),Doja Cat,94,,68,18
2022-04-16,By Your Side,Rod Wave,95,93,58,19
2022-04-16,4KT Baby,YoungBoy Never Broke Again,96,,96,1
2022-04-16,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",97,,46,7
2022-04-16,Blood All On It,Gucci Mane Featuring Key Glock & Young Dolph,98,,98,1
2022-04-16,Desesperados,Rauw Alejandro & Chencho Corleone,99,,99,1
2022-04-16,Money So Big,Yeat,100,99,95,3
2022-04-23,First Class,Jack Harlow,1,,1,1
2022-04-23,As It Was,Harry Styles,2,1,1,2
2022-04-23,Heat Waves,Glass Animals,3,2,1,65
2022-04-23,Big Energy,Latto,4,3,3,25
2022-04-23,Enemy,Imagine Dragons X JID,5,5,5,21
2022-04-23,Stay,The Kid LAROI & Justin Bieber,6,4,1,40
2022-04-23,Super Gremlin,Kodak Black,7,6,3,23
2022-04-23,Woman,Doja Cat,8,8,8,37
2022-04-23,Ghost,Justin Bieber,9,7,5,29
2022-04-23,Thats What I Want,Lil Nas X,10,10,8,30
2022-04-23,abcdefu,GAYLE,11,9,3,21
2022-04-23,Bad Habits,Ed Sheeran,12,12,2,42
2022-04-23,Right On,Lil Baby,13,,13,1
2022-04-23,In A Minute,Lil Baby,14,,14,1
2022-04-23,Shivers,Ed Sheeran,15,13,4,31
2022-04-23,Cold Heart (PNAU Remix),Elton John & Dua Lipa,16,15,7,32
2022-04-23,Easy On Me,Adele,17,14,1,27
2022-04-23,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",18,11,1,16
2022-04-23,Industry Baby,Lil Nas X & Jack Harlow,19,20,1,38
2022-04-23,Need To Know,Doja Cat,20,16,8,44
2022-04-23,Levitating,Dua Lipa,21,17,2,75
2022-04-23,'Til You Can't,Cody Johnson,22,21,18,27
2022-04-23,Save Your Tears,The Weeknd & Ariana Grande,23,18,1,67
2022-04-23,One Right Now,Post Malone & The Weeknd,24,19,6,23
2022-04-23,Bam Bam,Camila Cabello Featuring Ed Sheeran,25,28,23,6
2022-04-23,Hrs And Hrs,Muni Long,26,23,16,16
2022-04-23,Never Say Never,Cole Swindell / Lainey Wilson,27,34,27,13
2022-04-23,Good 4 U,Olivia Rodrigo,28,22,1,48
2022-04-23,I Hate U,SZA,29,24,7,19
2022-04-23,MAMIII,Becky G X Karol G,30,26,15,9
2022-04-23,Doin' This,Luke Combs,31,27,27,18
2022-04-23,AA,Walker Hayes,32,35,32,14
2022-04-23,Sweetest Pie,Megan Thee Stallion & Dua Lipa,33,30,15,5
2022-04-23,Fingers Crossed,Lauren Spencer-Smith,34,29,19,15
2022-04-23,Pushin P,Gunna & Future Featuring Young Thug,35,25,7,14
2022-04-23,Wasted On You,Morgan Wallen,36,42,9,22
2022-04-23,You Right,Doja Cat & The Weeknd,37,32,11,41
2022-04-23,Fancy Like,Walker Hayes,38,36,3,43
2022-04-23,What Happened To Virgil,Lil Durk Featuring Gunna,39,41,22,5
2022-04-23,Nail Tech,Jack Harlow,40,58,18,8
2022-04-23,Beers On Me,"Dierks Bentley, BRELAND & HARDY",41,44,40,16
2022-04-23,To The Moon!,JNR CHOI & Sam Tompkins,42,50,42,7
2022-04-23,Light Switch,Charlie Puth,43,31,27,12
2022-04-23,Boyfriend,Dove Cameron,44,40,40,9
2022-04-23,Numb Little Bug,Em Beihold,45,47,45,11
2022-04-23,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,46,37,37,30
2022-04-23,Buy Dirt,Jordan Davis Featuring Luke Bryan,47,39,22,36
2022-04-23,Sand In My Boots,Morgan Wallen,48,45,30,39
2022-04-23,The Motto,Tiesto & Ava Max,49,49,42,11
2022-04-23,She's All I Wanna Be,Tate McRae,50,46,44,10
2022-04-23,Slow Down Summer,Thomas Rhett,51,43,43,8
2022-04-23,When You're Gone,Shawn Mendes,52,38,38,2
2022-04-23,Peru,Fireboy DML & Ed Sheeran,53,53,53,11
2022-04-23,Handsomer,Russ Featuring Ktlyn,54,73,40,6
2022-04-23,23,Sam Hunt,55,52,50,16
2022-04-23,Surface Pressure,Jessica Darrow,56,51,8,16
2022-04-23,Circles Around This Town,Maren Morris,57,54,52,14
2022-04-23,Broadway Girls,Lil Durk Featuring Morgan Wallen,58,60,14,17
2022-04-23,No Love,Summer Walker & SZA,59,56,13,15
2022-04-23,Freaky Deaky,Tyga X Doja Cat,60,65,43,7
2022-04-23,Ahhh Ha,Lil Durk,61,55,18,8
2022-04-23,London,BIA Featuring J. Cole,62,,62,1
2022-04-23,Heart On Fire,Eric Church,63,61,56,21
2022-04-23,In My Head,Lil Tjay,64,33,33,2
2022-04-23,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,65,63,63,14
2022-04-23,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,62,58,14
2022-04-23,Flower Shops,ERNEST Featuring Morgan Wallen,67,64,64,12
2022-04-23,If I Was A Cowboy,Miranda Lambert,68,69,64,11
2022-04-23,Soy El Unico,Yahritza y Su Esencia,69,57,20,3
2022-04-23,Do We Have A Problem?,Nicki Minaj X Lil Baby,70,68,2,10
2022-04-23,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",71,97,46,8
2022-04-23,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),72,59,49,4
2022-04-23,Trouble With A Heartbreak,Jason Aldean,73,72,72,4
2022-04-23,Envolver,Anitta,74,70,70,3
2022-04-23,Psychofreak,Camila Cabello Featuring WILLOW,75,,75,1
2022-04-23,Give Heaven Some Hell,HARDY,76,77,76,7
2022-04-23,Rumors,Gucci Mane Featuring Lil Durk,77,74,51,11
2022-04-23,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",78,66,20,15
2022-04-23,Thump Shit,42 Dugg & EST Gee,79,,79,1
2022-04-23,Take My Name,Parmalee,80,88,80,2
2022-04-23,Treat Me,Chloe,81,,81,1
2022-04-23,Get Into It (Yuh),Doja Cat,82,94,68,19
2022-04-23,To Be Loved By You,Parker McCollum,83,75,41,20
2022-04-23,Come Back As A Country Boy,Blake Shelton,84,81,81,11
2022-04-23,Complete Mess,5 Seconds Of Summer,85,91,85,2
2022-04-23,I Love You So,The Walters,86,89,71,13
2022-04-23,Banking On Me,Gunna,87,78,61,8
2022-04-23,Thinking With My Dick,Kevin Gates Featuring Juicy J,88,67,37,5
2022-04-23,Damn Strait,Scotty McCreery,89,82,82,2
2022-04-23,She Likes It,Russell Dickerson & Jake Scott,90,86,86,4
2022-04-23,P Power,Gunna Featuring Drake,91,79,24,13
2022-04-23,Pressure,Ari Lennox,92,87,66,16
2022-04-23,Dos Oruguitas,Sebastian Yatra,93,76,36,15
2022-04-23,Bones,Imagine Dragons,94,93,87,5
2022-04-23,Blick Blick!,Coi Leray & Nicki Minaj,95,,37,3
2022-04-23,Over,Lucky Daye,96,85,77,4
2022-04-23,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams,97,,97,1
2022-04-23,Desesperados,Rauw Alejandro & Chencho Corleone,98,99,98,2
2022-04-23,X Ultima Vez,Daddy Yankee & Bad Bunny,99,,73,2
2022-04-23,Praise The Lord,BRELAND Featuring Thomas Rhett,100,,100,1
2022-04-30,As It Was,Harry Styles,1,2,1,3
2022-04-30,First Class,Jack Harlow,2,1,1,2
2022-04-30,Heat Waves,Glass Animals,3,3,1,66
2022-04-30,Big Energy,Latto,4,4,3,26
2022-04-30,Enemy,Imagine Dragons X JID,5,5,5,22
2022-04-30,Stay,The Kid LAROI & Justin Bieber,6,6,1,41
2022-04-30,Don't Think Jesus,Morgan Wallen,7,,7,1
2022-04-30,Woman,Doja Cat,8,8,8,38
2022-04-30,Super Gremlin,Kodak Black,9,7,3,24
2022-04-30,Ghost,Justin Bieber,10,9,5,30
2022-04-30,Thats What I Want,Lil Nas X,11,10,8,31
2022-04-30,Bad Habits,Ed Sheeran,12,12,2,43
2022-04-30,abcdefu,GAYLE,13,11,3,22
2022-04-30,Shivers,Ed Sheeran,14,15,4,32
2022-04-30,Cold Heart (PNAU Remix),Elton John & Dua Lipa,15,16,7,33
2022-04-30,Easy On Me,Adele,16,17,1,28
2022-04-30,Need To Know,Doja Cat,17,20,8,45
2022-04-30,Save Your Tears,The Weeknd & Ariana Grande,18,23,1,68
2022-04-30,One Right Now,Post Malone & The Weeknd,19,24,6,24
2022-04-30,In A Minute,Lil Baby,20,14,14,2
2022-04-30,Levitating,Dua Lipa,21,21,2,76
2022-04-30,'Til You Can't,Cody Johnson,22,22,18,28
2022-04-30,Industry Baby,Lil Nas X & Jack Harlow,23,19,1,39
2022-04-30,MAMIII,Becky G X Karol G,24,30,15,10
2022-04-30,Bam Bam,Camila Cabello Featuring Ed Sheeran,25,25,23,7
2022-04-30,Hrs And Hrs,Muni Long,26,26,16,17
2022-04-30,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",27,18,1,17
2022-04-30,Right On,Lil Baby,28,13,13,2
2022-04-30,Never Say Never,Cole Swindell / Lainey Wilson,29,27,27,14
2022-04-30,Doin' This,Luke Combs,30,31,27,19
2022-04-30,Wasted On You,Morgan Wallen,31,36,9,23
2022-04-30,AA,Walker Hayes,32,32,32,15
2022-04-30,Good 4 U,Olivia Rodrigo,33,28,1,49
2022-04-30,Sweetest Pie,Megan Thee Stallion & Dua Lipa,34,33,15,6
2022-04-30,Fingers Crossed,Lauren Spencer-Smith,35,34,19,16
2022-04-30,I Hate U,SZA,36,29,7,20
2022-04-30,Boyfriend,Dove Cameron,37,44,37,10
2022-04-30,To The Moon!,JNR CHOI & Sam Tompkins,38,42,38,8
2022-04-30,You Right,Doja Cat & The Weeknd,39,37,11,42
2022-04-30,Numb Little Bug,Em Beihold,40,45,40,12
2022-04-30,Fancy Like,Walker Hayes,41,38,3,44
2022-04-30,Sand In My Boots,Morgan Wallen,42,48,30,40
2022-04-30,What Happened To Virgil,Lil Durk Featuring Gunna,43,39,22,6
2022-04-30,Pushin P,Gunna & Future Featuring Young Thug,44,35,7,15
