updateDt,title,source,translated,remove_stopword,lemmatization
2018-03-23 00:00:00+00:00,[‘나혼자산다’ 5주년①] 특집 없어도 OK 간판 관찰 예능의 존재감,ko,[‘NAMJASANDA’ 5TH ANNIVERSARY 1] NO SPECIAL FEATURE IS THE PRESENCE OF OK SIGNBOARD OBSERVATION,"Win , Palawan Youth Center Dongwon Hyeonjun 40 units KRW 1,500",[ ' NAMJASANDA ' 5th anniversary 1 ] no SPECIAL FEATURE be the PRESENCE of ok SIGNBOARD OBSERVATION
2018-03-24 00:00:00+00:00,"SBS 측 “빅뱅 승리, ‘로맨스 패키지’ 스페셜 MC 출연”",ko,"SBS SIDE “BIG BANG WIN, ‘ROMANS PACKAGE’ SPECIAL MC APPEARED”","Win , Police Station '10 hour private investigation ' ... Crossing Alternator - Anonymous ?","installation art work hotel , gallery , lobby , etc"
2018-03-24 00:00:00+00:00,"호텔, 갤러리를 품다 로비에 회화 예술작품 등 설치",ko,"Installation of art works such as hotel, gallery, lobby, etc",[ Female Swab ] Foreign Ministers Republic Korea Holy Heelong Goseong Body,"SBS SIDE "" BIG BANG win , ' ROMANS PACKAGE ' SPECIAL MC appear """
2018-03-27 00:00:00+00:00,`라디오스타` 승리X워너원 선후배 케미에 비드라마 화제성 1위,ko,‘RADIO STAR’ WIN X WARNER ONE SUN YAT KEMPINARY NO. 1,"WIN , POLICE STATION '10 HOUR PRIVATE INVESTIGATION ' ... CROSSING ALTERNATOR - ANONYMOUS ? [ SS YISHU ]",' RADIO STAR ' WIN x WARNER one SUN YAT KEMPINARY no . 1
2018-03-29 00:00:00+00:00,"'수요미식회' 승리, 쭈꾸미에 동질감 느낀 사연? ""쭈꾸미, 왠지 나같다""",ko,"""The Suyo Mi Ceremony"" wins, and is it true to the squeeze? ""Squid, like,""","What relationship drug Anaae , Win ? pov , pov","` ` the Suyo Mi Ceremony '' win , true squeeze ? ` ` Squid , like , ''"
2018-04-02 00:00:00+00:00,"인터파크투어, 전국 봄꽃 명소 인근 숙소 특가전",ko,"Interpark Tour, Spring Flower Attractions Nearby Attractions",The Grand Prix Grand Prix Grand Prix Grand Prix Grand Prix,"Interpark Tour , Spring Flower Attractions Nearby attraction"
2018-04-02 00:00:00+00:00,"인터파크투어, 전국 봄꽃 여행 숙소 특가전",ko,"Interpark Tour, Japan’s Spring Flower Tour",`` Winner Birthday Party '' What day relationship women men ?,"Interpark Tour , Japan ' Spring Flower Tour"
2018-04-02 00:00:00+00:00,"[단독] 승리, '한끼줍쇼' 러시아 특집 출연...마성의 친화력 통할까",ko,"[Individual] Victory, 'Hansukuri Show' Russian Feature appeared...Individualization of the Mighty","Police `` Actual Police Uniforms , Police Stationary Service ''","[ Individual ] Victory , ' Hansukuri Show ' russian Feature appear ... Individualization Mighty"
2018-04-02 00:00:00+00:00,"인터파크투어, 전국 봄꽃 명소 인근 숙소 특가전",ko,"Interpark Tour, Spring Flower Attractions Nearby Attractions","Win police uniforms commentary , conclusion disappropriate “ winner money bet borrow ”","Interpark Tour , Spring Flower Attractions Nearby attraction"
2018-04-02 00:00:00+00:00,"‘한끼줍쇼’ 측 “빅뱅 승리, 러시아 편 출연 4월 방송” (공식)",ko,"‘Hansuk-Sho’ side “Big Bang Win, Russian side appeared April broadcast” (official)",Who celebrity mentioning prohibition drug parsing ? Namyang Petroleum `` Strength Punishment Request '',"' Hansuk - Sho ' side "" Big Bang Win , russian side appear April broadcast "" ( official )"
2018-04-04 00:00:00+00:00,"빅뱅 승리, 후배 위너 앨범 홍보 “훌륭해 꽃길 가즈아”",ko,"BIGBANG wins, DUBAI WALKER album promotion “Happy Blossom Gaza”",Do penalties ? Do penalties ?,"bigbang win , DUBAI WALKER album promotion "" Happy Blossom Gaza """
2018-04-05 00:00:00+00:00,"[단독] 슈주 동해X은혁, '한끼줍쇼' 러시아 특집 출연...동포 만났다",ko,"[DON'T READ] SHUJU DONGHAE X IS A SPECIAL FEATURE STARRING IN RUSSIA, 'HANSANG SHOW'","Samuel Rinsamo , requesting investigation police 中 Corps burning sun investment","' CALTO SHOW ' EXID HYE - LIN ' "" CALTO SHINGI YUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN - HYUN"
2018-04-05 00:00:00+00:00,[ESC] 영어에 목매던 시대는 가라 ‘언어 힐링족’을 아시나요?,ko,[ESC] DO YOU KNOW ‘LANGUAGE HEALING’?,“ Linsamo husband Taiwan gambling organization giant ” Burning Sun Susuk thrilled overseas,"[ do not read ] SHUJU donghae x be a SPECIAL feature STARRING in RUSSIA , ' HANSANG SHOW '"
2018-04-05 00:00:00+00:00,"‘컬투쇼’ EXID 혜린 “동방신기 유노윤호, 중학교 선배 승리 여동생은 친구”",ko,‘CALTO SHOW’ EXID HYE-LIN’ “CALTO SHINGI YUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN-HYUN,[ Articles ] Win Club Burning Sun ...,[ ESC ] do you know ' language HEALING ' ?
2018-04-06 00:00:00+00:00,빅뱅 승리 운영 클럽에서 1억원짜리 샴페인-양주세트 팔렸다,ko,BIGBANG Winning operation club sold a billion won champagne-peace set,'16 billion deceased ' Alena Siso-no-yu cast,bigbang win Club KRW 1 billion Yangju set sell
2018-04-06 00:00:00+00:00,빅뱅 승리 클럽서 1억원 양주 세트 팔렸다,ko,BIGBANG Win Club KRW 1 billion Yangju set sold,"[ Individual ] Win , Wonhae Burning Sun Daepo-kuk",[ an example be a RADAR ] what be a RADAR ? LOVER B CARE because of other
2018-04-07 00:00:00+00:00,"빅뱅 승리 클럽, 1억짜리 ‘만수르 세트’ 팔렸다",ko,"BIGBANG Victory Club, sold ‘Mansir Set’",Goddess - Goddess,"bigbang Victory Club , sell ' Mansir Set '"
2018-04-08 00:00:00+00:00,[연예가 레이더]공개열애 중인 A가 부진한 까닭은? 연인 B 걱정 때문에 外,ko,[AN EXAMPLE IS A RADAR] WHAT IS A RADAR? LOVER B CARE BECAUSE OF OTHERS,Gangnam Club Arena Scenic Scenic Scenic Scenic Scenic Scenic,bigbang win operation club sell billion champagne - peace set
2018-04-09 00:00:00+00:00,[연예가 레이더]공개열애 중인 A가 부진한 까닭은? 연인 B 걱정 때문에 外,ko,[AN EXAMPLE IS A RADAR] WHAT IS A RADAR? LOVER B CARE BECAUSE OF OTHERS,[ Individual ] 'Promotional On Award ' Arena 'Promotional Exhibition Club ' ? Support Public Relations,[ an example be a RADAR ] what be a RADAR ? LOVER B CARE because of other
2018-04-10 00:00:00+00:00,"승리, YG전자 홍보 ""오늘은 동네 건달 넷플릭스 개봉까지 언제 기다리나""",ko,"WIN, YG E-PROMOTION ""TODAY'S TIME TO WAIT UNTIL THE NEXT BIG DEAL OF THE NETFLIX""","Wins , Saloon Cash Desserts Philippine Birthday Party","WIN , YG E - PROMOTION ` ` today 's time to wait until the next BIG deal of the NETFLIX ''"
2018-04-12 00:00:00+00:00,"빅뱅 탑 ""연습생 시절 삼겹살 때문에 동생들이 주먹다짐""",ko,"BIGBANG TOP ""Because of the age of threefolds, brothers are fisted""","Do questions ? `` Drama 'Foot ' Get , Scenic Tuna '' Psychic","bigbang TOP ` ` because age threefold , brother fiste ''"
2018-04-12 00:00:00+00:00,"장현승, 과거 빅뱅 승리와 주먹다짐한 사연은?",ko,Do you have a chance to win BIGBANG in the past?,Police “ Sailure Strategies Some Make ” Monky Museum,do chance win bigbang past ?
2018-04-13 00:00:00+00:00,"최지우, 빅뱅 승리와 빛나는 우정샷 눈길",ko,"Choi Jiwoo, Big Bang win and shining friend shot",`` Identify facts suspiciousness suspiciousness '',"Choi Jiwoo , Big Bang win shine friend shoot"
2018-04-13 00:00:00+00:00,[SW이슈] 지금 이 순간 황금기 맞은 '나 혼자 산다',ko,[SW ISH] NOW I’M GOING TO BE THE GOLDEN AGE,"Kim Yeong-ran 's 'Kyung Cheol ' , Win Concert Ticket",[ SW ISH ] now I ' m go to be the golden age
2018-04-14 00:00:00+00:00,"워너원, 4월 보이그룹 브랜드평판 싹쓸이 강다니엘 옹성우 박지훈",ko,"Wannawon, April Voice Group Brand Pleasure Kangdaniel Hu Sungwoo Park Jihun","Victory , Holy Land Partially Verified Police `` Animal-Kim Young Law Violation Additional Claim ''","Wannawon , April Voice Group Brand Pleasure Kangdaniel Hu Sungwoo Park Jihun"
2018-04-14 00:00:00+00:00,"워너원 강다니엘, 보이그룹 개인 브랜드 평판1위... 2위 옹성우, 3위 박지훈",ko,"Wannawon Kangdaniel, Boy Group personal brand reputation 1st place... 2nd place, 3rd place",Winner BIGBANG performance ticket winning ‘ Kyung Chang ’,"Wannawon Kangdaniel , Boy Group personal brand reputation 1st place ... 2nd place , 3rd place"
2018-04-14 00:00:00+00:00,"워너원 강다니엘, 4월 보이그룹 개인브랜드 1위...키워드는 #광고 이불밖 스타라이브",ko,Wannawon Kangdaniel ranked No. 1 in a private brand in April... Keywords #Advertisement Futon Star Live,"[ MARKET INSIGHT ] ‘ ENTER KING ’ IS A REPUTATION FOR $ 300 BILLION RECRUITMENT ... YG ENTERTAINMENT , IS THIS AN INVESTMENT COMPANY ?",Wannawon Kangdaniel rank no . 1 private brand April ... keyword # advertisement Futon Star Live
2018-04-15 00:00:00+00:00,"'서울메이트' 구하라, 센스 만점 맞춤형 투어로 '명품 호스트' 등극",ko,"“Seoul Mate” Guhara, “Sen’s Bay”, “Sen’s Bay”, etc",Aurena 'Semu-Cheol Mama ' lobby Jeong Hwang Former President So-hwan,""" Seoul Mate "" Guhara , "" Sen ' Bay "" , "" Sen ' Bay "" , etc"
2018-04-15 00:00:00+00:00,"'서울메이트' 구하라, 센스만점 맞춤 투어로 '명품 호스트' 등극",ko,"“Seoul Mate” Guhara, “Kyoto Host”, “Kyoto Host”","Police , Arena Silso-no-yu-no-yu-no-yu check-in lobby hump investigation","Wannawon Kangdaniel , no . 1 private brand reputable Boy Group .. no . 2 Huong - woo-3"
2018-04-16 00:00:00+00:00,"""놓치지 마세요""...승리, 이경규X강호동과 ‘한끼줍쇼’ 본방사수 독려",ko,"""DON'T MISS""...WINLEY, LEE GYEONGGYU X RIVER LAKE AND HAN ELEPHANT SHOW","Police , Alessa Semu investigation Muma lobby Semu-seo-gu","' Seoul Mate ' Guhara , 2 night 3 day Sensmann ' tour"
2018-04-16 00:00:00+00:00,"‘서울메이트’ 구하라, 센스만점 2박 3일 맞춤형 투어..명품 호스트 등극 ‘관심↑’",ko,"‘Seoul Mate’ Guhara, 2 nights and 3 days of Sensmann’ tour","Police , Alessa Semu survey mosquitoes involved mosquitoes lobby","' Hansang Show ' Big Bang Wins , Ministry Trade , Industry Energy '"
2018-04-16 00:00:00+00:00,"워너원 강다니엘, 4월 보이그룹 개인 브랜드 평판 1위..2위 옹성우-3위 박지훈",ko,"Wannawon Kangdaniel, No. 1 in a private brand reputable in the Boy Group..No. 2 in Huong-woo-3","The police , 'Arena Semu investigation Muma ' , former Kang Semu-seo-gu","bigbang win , ' HANSANG SHOW ' ceo of RUSSIA "" market SURVEY DIMENSION """
2018-04-17 00:00:00+00:00,"빅뱅 승리, ‘한끼줍쇼’ 러시아 편서 CEO 포스 “시장조사 차원”",ko,"BIGBANG WINS, ‘HANSANG SHOW’ CEO OF RUSSIA “MARKET SURVEY DIMENSION”","Club Alena , treasure trove former Smuggler ’ ‘ Smuggler ’","` ` do not miss '' ... WINLEY , LEE GYEONGGYU X RIVER LAKE and HAN ELEPHANT SHOW"
2018-04-17 00:00:00+00:00,"'한끼줍쇼' 빅뱅 승리, 해외특집 러시아行 ""시장조사 위해""",ko,"'Hansang Show' Big Bang Wins, Ministry of Trade, Industry and Energy'","Alena Silsoju , Semyun investigation Muma hump police `` confirmation ''",""" Seoul Mate "" Guhara , "" Kyoto Host "" , "" Kyoto host """
2018-04-18 00:00:00+00:00,`YG전자` 승리X손나은 투샷 ”도대체 무슨 일이?”,ko,‘YG ELECTRONICS’ WINX SONNA IS A DOT SHOT” WHAT IS THE DOT? NEWS,"“ The Champagne bar , founded Denian , also equipped stage ”","' yg ELECTRONICS ' WINX SONNA be a DOT shot "" what be the DOT ? NEWS"
2018-04-18 00:00:00+00:00,"'한끼줍쇼' 승리, 러시아에서 맛본 인지도 굴욕 빅뱅 히트곡 열창",ko,"'Hansang Show' wins, tasting in Russia humiliating BIGBANG hit song","“ Ariella Men ’ Secrets ” , Can You Defeat Damage","' Hansang Show ' win , taste Russia humiliate BIGBANG hit song"
2018-04-18 00:00:00+00:00,"'한끼줍쇼' 승리, 선미와 투샷 공개 ""#승미는 이뤄질 것인가""",ko,"‘Kang-Soon’ wins, smiling and two shots revealed “Will you win”","Police `` Big Bang Wins , Addition illegal photographs '' ( Program )","' Kang - soon ' win , smile two shot reveal "" will win """
2018-04-18 00:00:00+00:00,"'라스' 용준형 ""승리, 진짜 어른 이기광 손동운보다 재밌었다""",ko,"'Las' Yong Joon-myeon ""I'm more funny than the real adult'","[ Program ] Kyung Cheol `` Bik Bang Win , An Additional Claim illegal shooting ''",' Las ' Yong Joon - myeon ` ` I ' m funny real adult '
2018-04-18 00:00:00+00:00,"'한끼줍쇼' 승리, 반전 러이아어 실력에 이경규-강호동 '감탄'",ko,"'Hansang Show' wins, Lee Gyeonggyu-hwan 'Gangho-dong' wins reversible",[ Program ] Police `` Exclusive mouths illegal shooting '',"' Hansang Show ' win , Lee Gyeonggyu - hwan ' Gangho - dong ' win reversible"
2018-04-19 00:00:00+00:00,"[툭-TV] ‘한끼줍쇼’ 러시아 편, 승츠비의 허당 매력 팡팡 터졌다",ko,"[TOK-TV] 'HANWHA SHOW' RUSSIAN SIDE, THE HAETNEUNDEYO OF THE WINNER",“ Ariella Men ” Can exempt stocks,"[ TOK - TV ] ' HANWHA SHOW ' RUSSIAN SIDE , the HAETNEUNDEYO of the winner"
2018-04-19 00:00:00+00:00,"‘한끼줍쇼’ 승리, 러시아 교민에게 들은 말 “방탄소년단 노래 들어요”",ko,"“Hansukki Show” wins, said to the Russian government, “I will listen to the broadcast year song”","WIN BEAUTY SALON LEDGER “ BEFORE INSPECTION , MAKEUP WAS , BUT THE SHADE SHEET NO ”",""" Hansukki Show "" win , say russian government , "" I listen broadcast year song """
2018-04-19 00:00:00+00:00,"'한끼줍쇼' 승리 ""좋아하는 노래, 방탄소년단"" 대답에 '웃픈 미소' 한끼 성공",ko,"""Hanjak Show"" win ""Good Song, Boy Scouts"" ""Laughing Smile""",`` Arena '' Deduction 4 years 162 billion deduction,"` ` hanjak Show '' win ` ` Good Song , Boy Scouts '' ` ` laugh Smile ''"
2018-04-19 00:00:00+00:00,"'한끼줍쇼' 승리, 외국어 공부에 몰두하는 이유? ""너무 잘난 멤버들 때문""",ko,"Why don’t you get to learn Korean language? ""When I'm a good member""",'Arena ' 'Burning Sun ' 'Tall-Sheet ',"supplement , Eternal Hair Loss Prevention .. ' do big bang ? '"
2018-04-19 00:00:00+00:00,"`한끼줍쇼` 강호동, 러시아서 재회한 `달빛프린스`소년... ""신기한 인연""",ko,"""Hansuk-Sho"" Kang Ho-dong, Russia's reconc... ""The New Year""",‘ 16 billion deceased ’ club Alena Silso Yuju Kang Mossang,""" YG ELECTRONIC investigation MOTIVATION "" WINXIN or SUN NAM SUN - WON BEJEE"
2018-04-19 00:00:00+00:00,'한끼줍쇼' 직접 끓인 라면으로 미션 성공한 빅뱅 승리 그가 운영하는 라멘집 매출은?,ko,'Hansuk-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok-Seok'?,‘ 16 billion deceased ’ club Arena Sisoyu-ju Gangmo-si,"' Romans Package ' win , ` ` what ? ` ` I ' m happy ''"
2018-04-19 00:00:00+00:00,"'한끼줍쇼' 승리 ""비행기에서 본 이경규, 환자인 줄""",ko,"'Hansang Show' win ""I Kyunggyu, the patient's line""",160 billion deceased anaerobic club Arena Sisoyuju,"` ` Delete '' win , ` ` Romans Package '' join daily romance guide"
2018-04-20 00:00:00+00:00,"'한끼줍쇼'승리, 모델 이호정과 입술 쭉 내밀고 꽁냥꽁냥 달달한 사진 눈길..",ko,"'Hansukki Show', model Lee Hojeong and lips are extruded, but matched photos.",‘ 2 billion deceased ’ Arena Sisoyuju Bargesasasasasasasasasasasasasasasasasasasasasasasasasasasasasasasasasasa,"' Hansukki Show ' , model Lee Hojeong lip extrude , match photo ."
2018-04-22 00:00:00+00:00,"서리태콩물, 이영자 탈모 예방론.. '탈모 연예인 中 빅뱅 승리도?'",ko,"Supplement, Eternal Hair Loss Prevention.. 'Do you have a big bang?'",‘ 16 billion deceased ’ Club Arena ’ All President ’ President ’ President,' Hansuk - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok - Seok ' ?
2018-04-25 00:00:00+00:00,"""연애하세요"" 승리, '로맨스패키지' 일일 로맨스 가이드로 합류",ko,"""Delete"" wins, ""Romans Package"" joins daily romance guide",“ Urin Win Mukwang ” ‘ Winley Ramen House ’ Recognized Bower,"romance package , first time broadcast ' Silver ' Jangchung ' Dae Semyung '"
2018-04-25 00:00:00+00:00,"'로맨스패키지' 승리, ""혼자 계시나요? 연애하세요""",ko,"'Romans Package' Win, ""What is it? ""I'm happy""","Yoon Jong-Kyung , member Government Seoul , worked five years",Korea Night Culture Yangtze Hope
2018-04-25 00:00:00+00:00,“YG전자 입사 동기” 승리X유인나 선남선녀 비주얼,ko,“YG ELECTRONIC INVESTIGATION MOTIVATION” WINXIN OR SUN NAM SUN-WON BEJEE,TAIWAN 'S 'LINSAMO ' FOCUSES ON `` PHYTHMLESS VIP '',"` ` Hansuk - Sho '' Kang Ho - dong , Russia 's reconc ... ` ` the New Year ''"
2018-04-25 00:00:00+00:00,"""연애하세요"" '로맨스패키지' 승리, 일일 가이드 '승츠비' 출격",ko,"""Let's play"" ""Roman's package"" wins, daily guide ""Wet's play""",\'16 billion deceased \ ' Club Arena Sisoyu-ju 's Grand Prix,why ' get learn korean language ? ` ` when I ' m good member ''
2018-04-25 00:00:00+00:00,"승리 `로맨스패키지` 일일 로맨스가이드, `승츠비 잔망미 폭발`",ko,"Win `Romans Package` Daily Romance Guide, `Swift Whispering Explosion`",‘ 16 billion deceased ’ club Arena Sisoyuju Pantssajang,"' Hansang Show ' win ` ` I Kyunggyu , patient 's line ''"
2018-04-27 00:00:00+00:00,"커플 메이킹 호텔 ‘로맨스패키지’ 임수향, “연애를 배워가는 기분”",ko,"Couple Make-up Hotel “Romans Package” Im Soo-hyang, “Let’s feel to learn more”",`` Training Deceased '' Arena Sisoyu week today 's report,"bigbang win , the First Solo Tour Japan"
2018-04-27 00:00:00+00:00,"'로맨스 패키지' 임수향 ""직접 보니 더 재밌어 연애 배워가는 기분",ko,"""Roman's Package"" ""I feel that I'm going to learn more funny and fun",Who 'Banning Sun ' ?,bigbang win 6 time first solo tour ( official )
2018-04-27 00:00:00+00:00,"'로맨스 패키지' 임수향 ""연애 배워가는 기분"" 합류 소감",ko,"""Roman's Package"" ""I feel that you learn""",`` Kyungsang Gunjang '' Yoon Gun Kyung Hee `` Kyungsang Choi received concert ticket '' poet,how win roman package ? ` ` that be right . ''
2018-04-30 00:00:00+00:00,‘청춘페스티벌 2018’ 라인업 공개..유병재 유규선 빅뱅 승리 이준익 감독,ko,‘Changchun Festival 2018’ Release of the lineup. Director of the BIGBANG win Lee Jun-eup,"'160 billion deduction ' club Arena owner Kang Mo-suk , Kang Mo-suk Lee today decided","' ICON tv ' JUN - HYUN , BIGBANG WIN RAMEN SHOP PART - TIME JOB"
2018-05-01 00:00:00+00:00,"승리, 솔로 컴백 예고 ""깜짝 놀랄 것""",ko,"Win, Solo Comeback Prosecutor ""Blinking""",`` Swimming Holy Land '' Club Arena Sisoyuju Today 's Savior Screening,"' ICON tv ' , ' ICON tv ' , ' ICON tv '"
2018-05-01 00:00:00+00:00,안방손님 노리는 콘텐트 공룡 '넷플릭스' 한국 시장 먹을까,ko,Anbang Son Nori Contains Dinosaur 'Netflix' Korean Market Eat,"“ Winning lie ” Kimrim , daughter Balenciaga , “ Winning Sun ” former wife",be popular ? ' Romans Package ' 2 % city '
2018-05-01 00:00:00+00:00,[M+★SNS] 빅뱅 승리 “슬슬 솔로 앨범 활동 시작 깜짝 놀랄 것”,ko,[M+★SNS] BIGBANG WINS “SLIM SOLO ALBUM ACTION START BLINKING”,"BLACKPINK , APRIL 5 , YG ENTERTAINMENT WILL BE HELD",' Romans Package ' first broadcast 2.6 % ' Lady Star ' 5.3 % demand Skills 1st
2018-05-02 00:00:00+00:00,"갈소원, 폭풍성장한 모습?...빅뱅 승리 옆에서 '찰칵'?",ko,Goalkeeper Kim Byung-ji pony tail nerve damage in a traffic accident legend?,Copyright © 2018 . All rights reserved,""" Romans Package "" , first broadcast 1st broadcast ... I interest 10 participant"
2018-05-02 00:00:00+00:00,대한민국 밤문화와 양주의 흥망성쇠,ko,Korea Night Culture and Yangtze Hope,SUNG YU-RI PADDED MICRO SKIRTS WINTER COORDINATING LAWS,"' Romans Package Key ' first broadcast real - establish 1st place , 10th person appear"
2018-05-03 00:00:00+00:00,"로맨스패키지, 방송 첫 회 만에 ‘실검’ 장악 ‘대세 썸예능’ 예고",ko,"romance package, the first time in the broadcast 'Silver' Jangchung 'Dae Semyung'","`` Ariramen , '' `` Ariramen ''",' Changchun Festival 2018 ' release lineup . Director BIGBANG win Lee Jun - eup
2018-05-03 00:00:00+00:00,"전현무, ‘로맨스패키지’서도 한혜진바라기 ""일편달심이다""",ko,"""Roman's Package Key"" is also a one-time limited edition of Han Hyejinbaragi""","“ No relationship mercy .. Taste taste ” Aoramamen merchants , wins suns",Anbang Son Nori Contains Dinosaur ' Netflix ' Korean Market eat
2018-05-03 00:00:00+00:00,"'로맨스패키지' 첫방송부터 실검 1위, 출연자 10인 관심집중",ko,"'Romans Package Key' is the first broadcast in real-established 1st place, the 10th person who appeared","`` Tall-year '' club Alena Silso-no-Yuju 's End Eternal Heart , Q & A ' Q '","Win , Solo Comeback Prosecutor ` ` blink ''"
2018-05-03 00:00:00+00:00,"‘로맨스패키지’, 첫 방송부터 실검 1위...출연자 10인 관심집중",ko,"“Romans Package”, the first broadcast from the 1st broadcast...I am interested in 10 participants","Police Agency “ Finding Sun , additional incident police may increase ”",Goalkeeper Kim Byung - ji pony tail nerve damage traffic accident legend ?
2018-05-03 00:00:00+00:00,'로맨스 패키지' 첫 방송 2.6% '라디오스타' 5.3% 수요 심야 예능 1위,ko,‘Romans Package’ First broadcast 2.6% ‘Lady Star’ 5.3% Demand Skills 1st,"Gangwon-do , Republic Korea",` ` Roman 's Package Key '' also one - time limited edition Han Hyejinbaragi ''
2018-05-03 00:00:00+00:00,역대급 인기남? '로맨스 패키지' 2%대 시청률 출발,ko,Is it popular? ‘Romans Package’ 2% of the city’,`` `` Kim Sang-ri arrested '' police officers criminal punishment nobody '',"[ m+ ★ sns ] bigbang win "" SLIM SOLO ALBUM action start blink """
2018-05-06 00:00:00+00:00,"'아이콘TV', 거리로 나간 아이콘 '열정+진솔 빛났다'",ko,"‘ICON TV’, ‘ICON TV’, ‘ICON TV’","Arirammen , right across victory , held store",` ` Roman 's Package '' ` ` I feel learn ''
2018-05-07 00:00:00+00:00,"'아이콘 TV' 준회 찬우, 빅뱅 승리 라면 가게서 아르바이트",ko,"'ICON TV' JUN-HYUN, BIGBANG WIN RAMEN SHOP PART-TIME JOB",Aurena Siloso Oil Weekly Screened 160 Billion De Taxation + Ensurement Public Health,` ` Roman 's Package '' ` ` I feel I ' m go learn funny fun
2018-05-08 00:00:00+00:00,`로맨스패키지` 승리 “이성에 다가가는 방법? 직설적으로 말한다”,ko,"How to win the romans package? ""That's not the right.""",SBS SIDE “ AL ” VOD INTERRUPTION ? EFFECTS REINFORCEMENT NOT ASSOCIATED WITH JICHANGUK ” ( OFFICIAL ADMISSION ),"Couple make - up Hotel "" Romans Package "" I m Soo - hyang , "" let ' feel learn """
2018-05-08 00:00:00+00:00,"빅뱅 승리, 日 첫 솔로 투어 3개 도시 6회 확정(공식)",ko,BIGBANG wins 6 times in the first solo tour (official),"“ Binning Sun ’ Worship ” , daughter Kimrim Valencian Savior , “ Savior Savior ”","Win ` Romans Package ` Daily Romance Guide , ` Swift Whispering Explosion `"
2018-05-08 00:00:00+00:00,"빅뱅 승리, 日서 첫 솔로 투어 개최",ko,"BIGBANG Wins, The First Solo Tour in Japan","Aori Ramen `` Not relationship , I try protect blind spots ''","` ` let us play '' ` ` Roman 's package '' win , daily guide ` ` Wet 's play ''"
2018-05-08 00:00:00+00:00,"빅뱅 승리, 일본 첫 솔로투어 나선다...日 3개 도시서 6회 공연 예정",ko,BIGBANG wins the first solo tour in Japan... 3 City Hall 6 Performances,`` Sufficient Sufficient '' Yun Kyung Hee `` Sufficient Sufficient Tickets '' poet,bigbang win first solo tour Japan ... 3 City Hall 6 performance
2018-05-08 00:00:00+00:00,"빅뱅 승리, 日 첫 솔로 투어 확정...""놀라실 것""",ko,"BIGBANG wins, the first solo tour will be confirmed...""Let's see""","Park Han-by-One , golf controversy reference survey→ 'S love '' Continue appear",bigbang win the WORLD DJ ALLAN WALKER PRODUCING SONG
2018-05-08 00:00:00+00:00,"빅뱅 승리, 일본 첫 솔로 투어 개최 ""놀랄만한 솔로 활동""",ko,"Big Bang Wins, Japan's First Solo Tour ""A Amazing Solo Activity""",Do questions ? `` Notice enter . '',"WIN , DJ ALLEN WALKER and limited COLAVO"
2018-05-09 00:00:00+00:00,"‘둥지탈출3’ 갈소원, 빅뱅 승리와 귀여운 투샷 “훌쩍 커버린 갈소원 양”",ko,"‘Rounding 3’ Golsowon, BIGBANG Win and Cute T-shot “Flow Covered Golsowon Yang”","Kim Ki-bang Kim Huigyeong 's entertainment room , appeared hello","[ Daily Yeong - Tok ] Sejong - myeon , Sejong - myeon"
2018-05-10 00:00:00+00:00,"빅뱅 승리, 세계적 DJ 알렌 워커와 콜라보 11일 자정 발표",ko,BIGBANG WINS THE 11TH WORLD DJ ALLEN WALKER AND COLAVO,"`` I want know '' Burning Sun , Win Taiwan Rinsamo ? `` Take three-come-come-mail ''","BIG BANG win , FAMOUS DJ ALLEN WALKER and BREATH"
2018-05-10 00:00:00+00:00,"승리, DJ 알렌 워커와 특급 콜라보",ko,"WIN, DJ ALLEN WALKER AND LIMITED COLAVO",WHO IS LINSAMO IN TAIWAN ? TAIWAN LARGE HAND WITH VICTORY BED CUSTOM M HOTEL,"[ DAILY YEONG ye - tok ] bigbang win , world dj and ' COMMERCIAL song '"
2018-05-10 00:00:00+00:00,"빅뱅 승리, 유명 DJ 알렌 워커와 호흡",ko,"BIG BANG WINS, FAMOUS DJ ALLEN WALKER AND BREATH",`` I want know '' side `` Using photo ? It 's burning sun '',bigbang win the 11TH WORLD DJ ALLEN WALKER and COLAVO
