title,updateDt,source,translated,remove_stopword,lemmatization
Minister who married R. Kelly and Aaliyah describes illegal wedding,2021-09-02 03:01:07+00:00,en,R. Kelly accuser says she saw a nearby gun while forced to have oral sex,R. Kelly Abuse Process : Witness calls details alleged abuse relationship R. Kelly,"R. Kelly accuser tell singer ' violence , control"
Sham Marriage Foretold Decades of Alleged Abuse,2021-09-02 04:00:00+00:00,en,Sham Marriage Foretold Decades of Alleged Abuse,Former R. Kelly assistant speaks 'the look eyes ' singer 's sex abuse trial,Accuser testify R. Kelly sexually abuse 17
R Kelly Accuser Says She Saw a Nearby Gun While Forced to Have Oral Sex on the Singer,2021-09-02 04:11:50+00:00,en,R Kelly Accuser Says She Saw a Nearby Gun While Forced to Have Oral Sex on the Singer,"In R. Kelly Trial , Verdict May Hinge Circle Enablers",Non - fan R. Kelly describe still fall prey
R. Kelly accuser says he kept gun nearby while berating her,2021-09-02 10:00:00+00:00,en,R. Kelly accuser says he kept gun nearby while berating her,R. Kelly sex trafficking trial : What know expect,Cantor R. Kelly go prison kinky sex abuse
"R. Kelly accuser reveals says she reached $200,000 settlement with the singer",2021-09-02 19:00:00+00:00,en,"R. Kelly accuser reveals says she reached $200,000 settlement with the singer","R. Kelly Accuser Details Abortion , Bizarre Rules Shocking Testimony",Trial - R. Kelly see ` ` genius '' impunity
Uneasy witness testifies against R. Kelly at federal trial,2021-09-02 22:23:30+00:00,en,R. Kelly trial: Accuser’s graphic new allegations revealed in court,Woman Accuses R. Kelly Of Using Her Dream To Be A Singer To Lure Her Into Sexual Relationship At Trial,Trial - R. Kelly see ` ` genius '' impunity
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-02 23:00:00+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis","' R Kelly used fame groom , exploit girls , ' prosecutor tells court singer 's sex abuse trial gets underway New York",R Kelly accuser say R & B singer try shift blame parent
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-02 23:00:00+00:00,en,Uneasy witness testifies against R. Kelly at federal trial,Abuse process R. Kelly : Zeugin calls details,"at trial singer R. Kelly , man accuse sexual assault"
R. Kelly trial: Accuser’s graphic new allegations revealed in court,2021-09-03 02:14:00+00:00,en,Why R. Kelly's Writing Credit Matters,R. Kelly Trial : Assistant Compares Job 'Twilight Zone ',Process R. Kelly
Why R. Kelly's Writing Credit Matters,2021-09-03 04:00:00+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",A. Kelly qualified sexual `` predator '' beginning trial,' r . Kelly demand oral sex grant audition '
"R. Kelly Tried to Discredit Us With Sex Tapes, Fake Letters",2021-09-03 04:00:00+00:00,en,"Woman Testifies R. Kelly Paid $200,000 to Settle Herpes Lawsuit",Aaliyah Ca n't Testify Trial Because She 's Dead,scene Week 2 R. Kelly sex - traffic trial
"Woman Testifies R. Kelly Paid $200,000 to Settle Herpes Lawsuit",2021-09-03 04:00:00+00:00,en,"R. Kelly Tried to Discredit Us With Sex Tapes, Fake Letters",Aaliyah 's uncle considered killing R. Kelly singer 's 'abuse ' niece,r Kelly : second woman accuse sexual abuse beating
Why R. Kelly Is Credited on Drake's 'TSU',2021-09-03 04:00:00+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",Woman says R. Kelly prostituted,new accusation : R. Kelly force victim sex strange man
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-03 04:00:00+00:00,en,Drake credits R. Kelly and The Beatles on new album,R Kelly trial New York : First accuser tells court singer 'slapped choked I passed ',"R. Kelly : R. Kelly say like "" young girl """
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-03 07:00:00+00:00,en,Why R. Kelly Is Credited on Drake's 'TSU',"Victim Testifies , Opening Argument","R Kelly trial late : singer give girl , 17 , herpe ' on purpose '"
Drake credits R. Kelly and The Beatles on new album,2021-09-03 07:00:00+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",R. Kelly accuser says singer demanded sex granting audition,process R. Kelly - he use trick sexual offender
Drake credits R. Kelly and The Beatles on new album,2021-09-03 07:00:00+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",What really happened Aaliyah R Kelly pregnancy rumours 'legalising child abuse ',trial : R. Kelly see ` ` genius '' impunity
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-03 07:00:00+00:00,en,Drake credits R. Kelly and The Beatles on new album,R. Kelly sex trafficking trial : What know expect,"to marry Aaliyah minor , R. Kelly allegedly bribe official 1994"
"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",2021-09-03 16:17:51+00:00,en,"R. Kelly Has A Writing Credit On Drake's ""Certified Lover Boy:"" Twitter Reacts",Man Accuses Singer Sexually Assaulting Him 17,why R. Kelly 's write Credit matter
"Witness testifies R. Kelly paid $200,000 to settle STD suit",2021-09-03 16:55:19+00:00,en,"R. Kelly accuser says she reached $200,000 settlement after herpes diagnosis",“ A predator ” - The long working case R. Kelly,"' Predator ' R. Kelly groom girl decade , trial hear"
"Witness testifies R. Kelly paid $200,000 to settle STD suit",2021-09-03 16:55:36+00:00,en,"Witness testifies R. Kelly paid $200,000 to settle STD suit","At trial R. Kelly , victim recounts violence humiliations","R. Kelly need Money , sell Publishing Catalog"
"R. Kelly Has A Writing Credit On Drake's ""Certified Lover Boy:"" Twitter Reacts",2021-09-03 16:57:02+00:00,en,"Witness testifies R. Kelly paid $200,000 to settle STD suit",Ex-Manager packs process : The marriage R. Kelly Aaliyah,R. Kelly sexually abuse Aaliyah 13 14 : accuser
"Witness testifies R. Kelly paid $200,000 to settle STD suit",2021-09-03 16:58:00+00:00,en,"Witness testifies R. Kelly paid $200,000 to settle STD suit",R. Kelly Accuser Describes Trying Get Sex Tapes Destroyed,woman claim R Kelly prostitute
Drake Samples Accused Sex Trafficker R. Kelly On New Album And Fans Have Thoughts,2021-09-03 17:20:48+00:00,en,Drake Samples Accused Sex Trafficker R. Kelly On New Album And Fans Have Thoughts,R. Kelly Accused Sexual Assault 2 Days After Marrying Aaliyah,the trial r Kelly start
R. Kelly ‘TSU’ Credit on Drake Certified Lover Boy Explained,2021-09-03 17:53:54+00:00,en,R. Kelly ‘TSU’ Credit on Drake Certified Lover Boy Explained,R. Kelly Trial Live Updates : More Singer 's Accusers Expected Witness Stand Day 3,R. Kelly accuser give emotional testimony racketeering trial
R. Kelly é condenado por tráfico sexual e pode ficar preso por décadas,2021-09-04 03:00:00+00:00,pt,R. Kelly is convicted of sex trafficking and can get stuck for decades,Processes - Abuse Process Against R. Kelly : Zeugin Calls Details,R. Kelly sex traffic trial
Júri avalia destino de R. Kelly após depoimentos sobre crimes sexuais,2021-09-04 03:00:00+00:00,en,Scenes from Week 3 of the R. Kelly sex-trafficking trial,R Kelly 'Chocolate Factory ' : Witnesses describe life inside suburban Chicago mansion,Old Manager : R. Kelly nightmare employer
Scenes from Week 3 of the R. Kelly sex-trafficking trial,2021-09-04 12:11:41+00:00,en,Scenes from Week 3 of the R. Kelly sex-trafficking trial,Court case R. Kelly New York,dressed like girl scout : R Kelly accuser
Scenes from Week 3 of the R. Kelly sex-trafficking trial,2021-09-04 12:11:55+00:00,en,Week 3 of the R. Kelly sex-trafficking trial,R. Kelly Criminal Sex Trial Begins Brooklyn,"R. Kelly accuser tell singer 's violence , control"
Week 3 of the R. Kelly sex-trafficking trial,2021-09-04 13:16:00+00:00,en,Drake Producer Noah '40' Shebib Addresses R. Kelly Credit on 'TSU',R. Kelly trial delves Aaliyah ’ alleged teen pregnancy,R. Kelly due back court open sex abuse trial
Witness Says R. Kelly Made One Underage Girl Walk Another Around On A Leash,2021-09-04 23:24:31+00:00,ca,Júri avalia destino de R. Kelly após depoimentos sobre crimes sexuais,"Woman says R. Kelly prostituted , told ignore 'Lifetime ' accusations",R & B singer R. Kelly 's defender tell vulnerable black woman not matter
Drake Producer Noah '40' Shebib Addresses R. Kelly Credit on 'TSU',2021-09-05 04:00:00+00:00,en,Witness Says R. Kelly Made One Underage Girl Walk Another Around On A Leash,"R. Kelly Blew , Docked Pay Over Male Disney World Guide : Manager",R. Kelly prosecutor say case ' about predator ' sex - abuse trial open
"Noah ""40"" Shebib Explains Why R. Kelly Landed A Writing Credit On ""CLB""",2021-09-05 04:50:21+00:00,en,"Noah ""40"" Shebib Explains Why R. Kelly Landed A Writing Credit On ""CLB""",TIMELINE-A timeline R. Kelly 's life sex abuse case,"Trial R. Kelly : singer see ` ` genius '' could act impunity , accuse complainant"
Accusers Detail More Disturbing Allegations in Week 3 of R. Kelly's Sex-Trafficking Trial,2021-09-05 18:28:54+00:00,en,Accusers Detail More Disturbing Allegations in Week 3 of R. Kelly's Sex-Trafficking Trial,The singer R. Kelly qualified sexual `` predator '' opening trial assault,man testify R. Kelly sex - traffic trial
Drake Producer Noah “40” Shebib Explains R. Kelly Credit on Certified Lover Boy,2021-09-05 19:48:07+00:00,en,Drake Producer Noah “40” Shebib Explains R. Kelly Credit on Certified Lover Boy,"WEEK IN NEWS : R. Kelly trial , hatchet man , barrel mystery",witness say R. Kelly keep watch girlfriend Gayle King interview
"R. Kelly Had Sex With Aaliyah As A Minor, Jane Doe Witness Will Testify: Report",2021-09-05 23:55:09+00:00,en,"R. Kelly Had Sex With Aaliyah As A Minor, Jane Doe Witness Will Testify: Report",Kelly underage girls write false statements,another ex - girlfriend R. Kelly testify court
Drake's producer unhappy with R. Kelly credit on Certified Lover Boy,2021-09-06 07:00:00+00:00,en,Minister Who Officiated R. Kelly and Aaliyah's Illegal Manager Speaks Out for the First Time,R. Kelly married 15-year-old Aaliyah false ID,"R. Kelly ' predator , ' prosecutor say R & B singer 's sex abuse trial start"
Drake Producer Explains -- But Doesn't Excuse -- R. Kelly Song Credit,2021-09-06 13:09:11+00:00,en,Drake Producer Explains -- But Doesn't Excuse -- R. Kelly Song Credit,R. Kelly sex trafficking trial : What know expect,"prosecutor call R. Kelly ' predator ' sex abuse trial , testimony begin"
Minister Who Officiated R. Kelly and Aaliyah's Illegal Manager Speaks Out for the First Time,2021-09-06 15:30:39+00:00,en,Drake's producer unhappy with R. Kelly credit on Certified Lover Boy,Process Popstar R. Kelly started,R. Kelly control interview victim defend 2019
R. Kelly é condenado por extorsão e tráfico sexual de mulheres e menores,2021-09-07 03:00:00+00:00,pt,R. Kelly is convicted of extortion and sexual trafficking in women and minors,R Kelly Accuser Says She Saw Nearby Gun While Forced Have Oral Sex Singer,"in R. Kelly Trial , Verdict May Hinge Circle Enablers"
R. Kelly: What His Life is Like Behind Bars,2021-09-07 04:00:00+00:00,en,R Kelly accuser tells court singer starved her for days,' I Knew All That ',R Kelly trial : witness allegation sexual abuse hear court
R Kelly accuser tells court singer starved her for days,2021-09-08 23:00:00+00:00,en,"R. Kelly Trapped and Raped Accuser, Court Hears","R. Kelly insisted victim dresses like Girl Scout , court document reveals",what R. Kelly trial allegation teen abortion tell we reproductive coercion
"R. Kelly Trapped and Raped Accuser, Court Hears",2021-09-09 04:00:00+00:00,en,R. Kelly: What His Life is Like Behind Bars,Process R. Kelly : First man accuses rapper abuse,Trial R. Kelly : a man accuse former singer sexual abuse teen
R. Kelly accuser says singer starved her for days before assaulting her,2021-09-09 04:00:00+00:00,en,R. Kelly accuser says singer starved her for days before assaulting her,"R. Kelly trial witness claims singer liked 16 , kept shirt",R. Kelly accuser testify R & b singer make dress like Girl Scout
R. Kelly accuser says singer starved her for days before assaulting her,2021-09-09 07:00:00+00:00,en,R. Kelly accuser says singer starved her for days before assaulting her,The singer R. Kelly portrays sexual `` predator '' first day trial,R. Kelly Forbade ' Girlfriends ' watch ' survive R. Kelly ' : accuser
"R. Kelly Lawyer Uses Chinese Food, MSG to Discredit Victim",2021-09-09 17:39:25+00:00,en,"R. Kelly Lawyer Uses Chinese Food, MSG to Discredit Victim","Years making , R. Kelly sex abuse trial gets underway",Minister who officiate R. Kelly Aaliyah 's Illegal Manager speak out First Time
R. Kelly accuser says singer starved her for days before assaulting her,2021-09-09 18:09:03+00:00,en,R. Kelly accuser says singer starved her for days before assaulting her,Witnesses Reveal R. Kelly 's Rules Inside His `` Chocolate Factory '' Studio,R. Kelly accuser say singer demand oral sex grant audition
Woman Says R. Kelly Raped Her After Promising Her an Interview,2021-09-09 18:21:22+00:00,en,"R. Kelly Accuser Says She Visited Him for Radio Interview, Was Locked in Room, Assaulted",Process R. Kelly : First man accuses rapper abuse,R. Kelly : first man accuse singer abuse
R. Kelly Allegedly Sexually Assaulted Former Radio Intern While She Was Unconscious,2021-09-09 19:55:12+00:00,en,Witness says R. Kelly kept her locked up before sex assault,Sham Marriage Foretold Decades Alleged Abuse,former R. Kelly assistant speak ' the look eye ' singer 's sex abuse trial
Witness says R. Kelly kept her locked up before sex assault,2021-09-09 19:59:07+00:00,en,"Witness Says R. Kelly Kept Her Locked Up, Barely Fed Her Before Sex Assault",R. Kelly Trial Underway In Brooklyn Court ; First Of Several Cases For Singer,witness : R. Kelly like ` ` young girl ''
"R. Kelly Accuser Says She Visited Him for Radio Interview, Was Locked in Room, Assaulted",2021-09-09 21:02:44+00:00,en,R. Kelly accuser says singer starved her for days before assaulting her,"R. Kelly accuser says starved , drugged raped",witness : R. Kelly make victim write fake blackmail letter
"Witness Says R. Kelly Kept Her Locked Up, Barely Fed Her Before Sex Assault",2021-09-09 21:34:07+00:00,en,Woman Says R. Kelly Raped Her After Promising Her an Interview,Process around R. Kelly : Now man raises rape accusations !,Lawyer R. Kelly : girl want brag
R. Kelly accuser says singer starved her for days before assaulting her,2021-09-09 22:17:13+00:00,en,R. Kelly Allegedly Sexually Assaulted Former Radio Intern While She Was Unconscious,Scenes Week 2 R. Kelly sex-trafficking trial,More witness abuse process R. Kelly expect
"R. Kelly accuser says she was starved, drugged before raped",2021-09-10 00:12:11+00:00,en,Radio station intern says career-making interview with R. Kelly turned into horrific experience,"R. Kelly Accuser Says He Often Told Her 'Dress Like Girl Scout , ' Recorded Encounters","United States - at trial R. Kelly , victim tell violence humiliation"
R. Kelly Was Upset With His Assistant for Letting Woman 'Escape',2021-09-10 04:00:00+00:00,en,R. Kelly Was Upset With His Assistant for Letting Woman 'Escape',R. Kelly accuser says saw nearby gun forced oral sex,R. Kelly Abuse Process : Witness call detail allege abuse relationship R. Kelly
"Brooklyn Jail Holding Ghislaine Maxwell, R. Kelly Plagued by Scandal",2021-09-10 04:00:00+00:00,en,"Brooklyn Jail Holding Ghislaine Maxwell, R. Kelly Plagued by Scandal","Brooklyn Jail Holding Ghislaine Maxwell , R. Kelly Plagued Scandal","Brooklyn Jail Holding Ghislaine Maxwell , R. Kelly Plagued Scandal"
Radio station intern says career-making interview with R. Kelly turned into horrific experience,2021-09-10 13:50:00+00:00,en,"R. Kelly accuser says she was starved, drugged before raped",Witness : R. Kelly made victims write fake blackmail letters,R. Kelly 's criminal case get underway NYC accuser plan testify
Witness claims R. Kelly locked her in his studio for days and raped her,2021-09-10 14:34:00+00:00,en,R. Kelly's Attorney Attempts To Disprove Victim Statement With MSG Question,"R. Kelly knowingly infected accusers herpes , say",Witness say R. Kelly make one Underage Girl walk another around on a Leash
Witness claims R. Kelly locked her in his studio for days and raped her,2021-09-10 14:34:00+00:00,en,"Inside the Brooklyn jail holding Ghislaine Maxwell and R. Kelly, where the toilets don't work and a judge said it's 'run by morons'",R. Kelly Trial Recap : Week One,abuse process R. Kelly : ` ` he predator ''
"Inside the Brooklyn jail holding Ghislaine Maxwell and R. Kelly, where the toilets don't work and a judge said it's 'run by morons'",2021-09-10 21:50:00+00:00,en,Witness claims R. Kelly locked her in his studio for days and raped her,Man claims court R Kelly sexually exploited exchange music career,R. Kelly Survivor say Singer ' have be groom ' a Male Victim since Boy be young
R. Kelly's Attorney Attempts To Disprove Victim Statement With MSG Question,2021-09-12 17:04:24+00:00,en,Witness claims R. Kelly locked her in his studio for days and raped her,Witness : R. Kelly controlled girlfriends CBS segment,R Kelly go trial Brooklyn court racketeering sexual abuse allegation
R. Kelly Assistant Testifies in Sex Trafficking Trial,2021-09-13 04:00:00+00:00,en,R. Kelly Accuser Testifies to Witnessing Aaliyah Sex Abuse,Witness says R. Kelly offered fame sex : ‘ I Just Wanted Sing ’,R. Kelly 's First Accuser make disturb Claim
"Man Says Singer 'Brainwashed' Him, Called Him 'Nephew'",2021-09-13 04:00:00+00:00,en,R. Kelly Assistant Testifies in Sex Trafficking Trial,Minister married R. Kelly Aaliyah describes illegal wedding,first male speak publicly allege sexual abuse R. Kelly testify trial
R. Kelly's Legal Team Admits to His Relationship With Aaliyah as Part of Defense Strategy During Criminal Trial,2021-09-13 18:26:22+00:00,en,"Man Says Singer 'Brainwashed' Him, Called Him 'Nephew'",Nå starter rettssaken - varsler sjokkerende bevis mot R. Kelly,the singer R. Kelly qualified sexual ` ` predator '' begin trial
R. Kelly's Legal Team Admits to His Relationship With Aaliyah as Part of Defense Strategy During Criminal Trial,2021-09-13 18:26:22+00:00,en,R. Kelly's Legal Team Admits to His Relationship With Aaliyah as Part of Defense Strategy During Criminal Trial,"Famous musicians accused dating , abusing teens",public prosecutor play audiotape R. Kelly
R. Kelly Accuser Testifies to Witnessing Aaliyah Sex Abuse,2021-09-13 20:41:14+00:00,en,R. Kelly's Legal Team Admits to His Relationship With Aaliyah as Part of Defense Strategy During Criminal Trial,R. Kelly 's Physician Says Singer Has Knowingly Infected People With Herpes Since 2007,"with R. Kelly Trial , what have become his music ?"
"R. Kelly Sexually Abused Aaliyah When She Was 13 or 14, Witness Says",2021-09-13 21:15:32+00:00,en,"R. Kelly Sexually Abused Aaliyah When She Was 13 or 14, Witness Says",R. Kelly Was Upset With His Assistant Letting Woman 'Escape ',R. Kelly accuser say see nearby gun force oral sex
R. Kelly sexually abused Aaliyah when she was 13 or 14: accuser,2021-09-13 22:56:50+00:00,en,R. Kelly assistant says he made her write false confession,"R Kelly sex abuse trial : Woman testifies court , says singer assaulted 17 , coerced abortion",R. Kelly ' TSU ' Credit Drake Certified Lover Boy explain
R. Kelly assistant says he made her write false confession,2021-09-14 00:42:00+00:00,en,R. Kelly sexually abused Aaliyah when she was 13 or 14: accuser,"At trial R. Kelly , victim recounts violence humiliations","Drake 's Album Credits R. Kelly , * NSYNC - but who get what ?"
Prozess um R. Kelly - Zeugin beschuldigt den Sänger des sexuellen Missbrauchs von Aaliyah als knapp 14-Jährige,2021-09-14 01:00:22+00:00,de,Process around R. Kelly - witness accused the singer of sexual abuse of Aaliyah as a nearly 14-year-old,Radio station intern says career-making interview R. Kelly turned horrific experience,"R. Kelly Accuser say he often tell she ' dress like Girl Scout , ' record encounter"
Prozess um R. Kelly - Zeugin beschuldigt den Sänger des sexuellen Missbrauchs von Aaliyah als knapp 14-Jährige,2021-09-14 01:00:22+00:00,de,Process for R. Kelly,R. Kelly Allegedly Sexually Assaulted Former Radio Intern While She Was Unconscious,scene Week 2 R. Kelly sex - traffic trial
Prozess um R. Kelly - Zeugin beschuldigt den Sänger des sexuellen Missbrauchs von Aaliyah als knapp 14-Jährige,2021-09-14 01:00:22+00:00,en,"Drake's Album Credits R. Kelly, *NSYNC - But Who Gets What?",Woman Says R. Kelly Raped Her After Promising Her Interview,process around R. Kelly : now man raise rape accusation !
Prozess um R. Kelly,2021-09-14 01:00:22+00:00,en,R. Kelly Threatens Accusers on Tape: Prosecutors,R. Kelly accuser says singer starved days assaulting,"R. Kelly accuser say starve , drug rape"
Ex-collega R. Kelly: ik zag hem een 13-jarige Aaliyah misbruiken,2021-09-14 03:33:35+00:00,en,R. Kelly Assistant Said Teen Accuser Should Run and 'Never Come Back',R.Kelly accuser tells court forced abortion,R. Kelly marry Aaliyah 15 think pregnant : ex - tour manager
"Drake's Album Credits R. Kelly, *NSYNC - But Who Gets What?",2021-09-14 04:00:00+00:00,en,R. Kelly Performed Oral Sex On Underage Aaliyah According To Dancer's Testimony,"Witness Says R. Kelly Kept Her Locked Up , Barely Fed Her Before Sex Assault",R. Kelly Trial Underway in Brooklyn Court ; First of several case for singer
R. Kelly Threatens Accusers on Tape: Prosecutors,2021-09-14 04:00:00+00:00,en,Prosecutors: Tapes capture R. Kelly threatening his victims,R. Kelly wanted accuser 'sing like Aaliyah : ' witness,"first male accuse R. Kelly sexual abuse , testify trial"
R. Kelly Assistant Said Teen Accuser Should Run and 'Never Come Back',2021-09-14 04:00:00+00:00,nl,Former colleague R. Kelly: I saw him abuse a 13-year-old Aaliyah,R. Kelly 's Lawyer Aims Discredit Accuser Amid Tearful Testimony,"R. Kelly admit to Marrying Aaliyah so she could get an abortion , ' Jane Doe ' testifie"
R. Kelly Performed Oral Sex On Underage Aaliyah According To Dancer's Testimony,2021-09-14 13:59:35+00:00,de,Process around R. Kelly - witness accused the singer of sexual abuse of Aaliyah as a nearly 14-year-old,Papers Aaliyah fake : Ex-Manager : R. Kelly married 15-year-old,"' Predatory ' singer ' say ' that be good ' sex abuse victim , 16 , tell virgin '"
Prosecutors: Tapes capture R. Kelly threatening his victims,2021-09-14 18:57:08+00:00,en,They Worked for R. Kelly. This Is What They Saw.,The Man Who Broke R. Kelly Story—Twice—on Whether This Time Will Be Different,"Entertainment News Roundup : the show must go : Broadway come back new investor , bold plan ; a woman say R. Kelly sexually abuse 16 resume testimony"
They Worked for R. Kelly. This Is What They Saw.,2021-09-14 20:52:28+00:00,de,Process around R. Kelly - witness accused the singer of sexual abuse of Aaliyah as a nearly 14-year-old,"At trial R. Kelly , man accuses sexual abuse youth","R. Kelly never pay Decades - long std Treatment , partie with his doctor"
"Recording of R. Kelly Threatening Girls, Accusing Them of Stealing Likely to Be Used at Trial",2021-09-14 21:22:33+00:00,en,"Recording of R. Kelly Threatening Girls, Accusing Them of Stealing Likely to Be Used at Trial",R. Kelly 's wedding Aaliyah featured 'matching jogging suits : ' minister,R. Kelly accuser give emotional testimony racketeering trial
"R Kelly trial latest: Singer was recorded threatening and assaulting victim, prosecution claims",2021-09-14 22:39:00+00:00,en,"R Kelly trial latest: Singer was recorded threatening and assaulting victim, prosecution claims",Process R. Kelly : Witness reports rape,R. Kelly 's Sex Abuse Trial Open NYC
Prosecutors: Tapes capture R. Kelly threatening his victims,2021-09-14 22:57:00+00:00,en,Prosecutors: Tapes capture R. Kelly threatening his victims,R. Kelly sex-trafficking trial resumes accuser testimony,abuse Process against R. Kelly : witness call explosive detail
"Barry Hankerson Claims Aaliyah's Mother ""Knew A Lot More"" About R. Kelly Relationship",2021-09-15 00:47:21+00:00,en,Prosecutors Present Audio of R. Kelly Threatening His Accusers at Trial,Witness says R. Kelly kept locked sex assault,Sham marriage Foretold Decades Alleged Abuse
R. Kelly Tapes Played for Jury as Trial Winds Down,2021-09-15 04:00:00+00:00,en,"Barry Hankerson Claims Aaliyah's Mother ""Knew A Lot More"" About R. Kelly Relationship",R Kelly accuser says R & B singer tried shift blame parents,"R. Kelly ex - aide testify Aaliyah bribe , ' twilight zone ' work environment"
Prosecutors Present Audio of R. Kelly Threatening His Accusers at Trial,2021-09-15 17:21:19+00:00,en,R. Kelly Tapes Played for Jury as Trial Winds Down,Trial R Kelly begins Brooklyn prosecutors saying case ‘ predator ’,"R. Kelly ex - aide testify Aaliyah bribe , ' twilight zone ' work environment"
Prosecutors Play R. Kelly Tapes As Goverment Case Winds Down,2021-09-15 20:48:07+00:00,en,Prosecutors Play R. Kelly Tapes As Goverment Case Winds Down,Cult Experts Explain Why R. Kelly Accusers Stayed Despite Alleged Abuse,a timeline R. Kelly 's life sex abuse case
Openbaar aanklagers spelen audiotapes R. Kelly af,2021-09-15 23:54:44+00:00,en,Prosecutors play R. Kelly tapes as government case winds down,"R. Kelly made victims write fake blackmail letters , witness says",woman testify R. Kelly sexually abuse 16
Prosecutors play R. Kelly tapes as government case winds down,2021-09-16 02:02:00+00:00,en,"R. Kelly Pressed Victims to Write Letters Absolving Him, Prosecutors Say",Inside R. Kelly ’ illegal marriage Aaliyah,"R. Kelly allegedly liken himself to Jerry Lee Lewis , Musician who marry 13 - year - Old"
"R. Kelly Pressed Victims to Write Letters Absolving Him, Prosecutors Say",2021-09-16 21:07:58+00:00,nl,Public prosecutors play audiotapes R. Kelly,Process New York - R. Kelly said abused 17-year-old man,R. Kelly Trial : Accuser be ' train ' please singer
Ex-assistente de R. Kelly depõe sobre atividade sexual do cantor,2021-09-17 03:00:00+00:00,en,R. Kelly Said People Go 'Missing' After Teen Threatened to Sue: Witness,R. Kelly found guilty counts sex-trafficking trial,"reader sound Sopranos prequel , mob dinner R. Kelly"
R. Kelly Said People Go 'Missing' After Teen Threatened to Sue: Witness,2021-09-17 04:00:00+00:00,en,"R. Kelly witness says she saw singer's sexual activity, was also pressed to write apology letter",R. Kelly 's attorney compares singer Martin Luther King Jr .,a. Kelly convict sexual crime include exploitation minor
Demontage eines Superstars: R. Kelly seit einem Monat vor Gericht,2021-09-17 05:55:14+00:00,en,Former assistant to R Kelly testifies in sexual abuse case,United States : singer R. Kelly convicted sexual crimes,R. Kelly find Guilty all Counts Racketeering sex trafficking
"R. Kelly witness says she saw singer's sexual activity, was also pressed to write apology letter",2021-09-17 07:00:00+00:00,pt,R. Kelly's former assistant deposes on singer's sexual activity,R. Kelly : The conclusion,"Prosecution , Defense"
R. Kelly's assistant Diana Copeland denies recruiting women,2021-09-17 15:01:04+00:00,de,Dismantling a Superstar: R. Kelly in court for a month,Jury urged make R. Kelly pay alleged sex crimes,"Jimmy Kimmel Talks R. Kelly Conviction , Super Mario Bros. Movie , more"
Former assistant to R Kelly testifies in sexual abuse case,2021-09-17 19:00:00+00:00,en,R. Kelly's assistant Diana Copeland denies recruiting women,Jury urged make R. Kelly pay alleged sex crimes,R. Kelly : guilty sex traffic R & B star
"Former R. Kelly assistant testifies about singer's sexual activity, 'apology letter'",2021-09-17 21:56:09+00:00,en,"Former R. Kelly assistant testifies about singer's sexual activity, 'apology letter'",Reuters Entertainment News Summary,R. Kelly : star sank career
"R. Kelly behavior mirrors abuse tactics, expert witness says",2021-09-17 22:38:53+00:00,en,"R. Kelly behavior mirrors abuse tactics, expert witness says",Guilty sexual crimes R. Kelly - Righted victims,R. Kelly guilty misuse
"R. Kelly behavior mirrors abuse tactics, expert witness says",2021-09-17 22:39:06+00:00,en,"R. Kelly behavior mirrors abuse tactics, expert witness says",R & B superstar R. Kelly convicted sex trafficking trial,"Bill Cosby say R. Kelly ` ` Got railroad , '' Blames Systemic Racism"
"R. Kelly Behavior Mirrors Abuse Tactics, Expert Witness Says",2021-09-17 22:55:01+00:00,en,"R. Kelly Behavior Mirrors Abuse Tactics, Expert Witness Says",Bill Cosby feels R. Kelly 'got railroaded ' sex-trafficking trial,R. Kelly find guilty sex trafficking racketeering trial
Ex-assistente de R. Kelly depõe sobre atividade sexual do cantor,2021-09-18 00:30:01+00:00,pt,R. Kelly's former assistant deposes on singer's sexual activity,Singer R. Kelly guilty misuse,"5 thing know September 28 : Covid-19 , Afghanistan , Congress , China , R. Kelly"
London On Da Track's Mom Testifies In R. Kelly Trial: Report,2021-09-18 02:28:35+00:00,en,London On Da Track's Mom Testifies In R. Kelly Trial: Report,Bill Cosby : R. Kelly prison without due process,guilty sexual crime R. Kelly
R. Kelly's Assistant Denies Recruiting Underage Girls,2021-09-18 21:45:40+00:00,en,R. Kelly's Assistant Denies Recruiting Underage Girls,Singer R. Kelly found guilty counts sex trafficking trial,People - abuse : Jury speak Ex - Superstar R. Kelly guilty
Prosecutors wrap up as R Kelly sex trafficking trial moves to next stage,2021-09-19 23:00:00+00:00,en,Prosecutors wrap up as R Kelly sex trafficking trial moves to next stage,R. Kelly conviction offers measure justice long-silenced Black women,Singer R. Kelly convict sexual crime United States
